Seller ID,Sellers Main Category,Sign-up Time,Activation Time,1st Listing,1st Salable,1st Transaction,phe duyet,sau thu tuc,chuan bi,san pham dau tien
1259,BBFF,4/21/2018,5/4/2018,5/8/2018,5/14/2018,5/21/2018,13,30,6,7
1260,Digital Service,4/23/2018,5/14/2018,5/8/2018,5/16/2018,5/18/2018,21,25,8,2
1261,LifeStyle,5/2/2018,5/3/2018,5/11/2018,5/25/2018,5/28/2018,1,26,14,3
1262,BBFF,5/3/2018,5/7/2018,5/18/2018,5/26/2018,6/4/2018,4,32,8,9
1263,BBFF,5/7/2018,5/25/2018,5/30/2018,5/30/2018,6/10/2018,18,34,0,11
1264,BBFF,5/28/2018,6/4/2018,6/19/2018,6/20/2018,7/10/2018,7,43,1,20
1265,Electronic,5/30/2018,6/5/2018,6/21/2018,6/22/2018,8/4/2018,6,66,1,43
1266,BBFF,6/6/2018,6/26/2018,6/14/2018,6/29/2018,7/1/2018,20,25,15,2
1267,LifeStyle,6/12/2018,6/30/2018,6/26/2018,7/5/2018,7/12/2018,18,30,9,7
1268,Electronic,6/18/2018,6/20/2018,7/10/2018,7/11/2018,7/25/2018,2,37,1,14
1269,LifeStyle,6/29/2018,7/13/2018,7/16/2018,7/22/2018,8/1/2018,14,33,6,10
1270,BBFF,7/12/2018,7/24/2018,8/2/2018,8/4/2018,8/4/2018,12,23,2,0
1271,Book,7/12/2018,7/23/2018,7/23/2018,8/4/2018,8/5/2018,11,24,12,1
1272,BBFF,7/19/2018,7/25/2018,8/2/2018,8/11/2018,8/13/2018,6,25,9,2
1273,BBFF,7/19/2018,7/24/2018,8/10/2018,8/11/2018,8/30/2018,5,42,1,19
1274,BBFF,7/28/2018,7/30/2018,8/1/2018,8/20/2018,8/21/2018,2,24,19,1
1275,BBFF,8/2/2018,8/13/2018,8/15/2018,8/25/2018,8/27/2018,11,25,10,2
1276,BBFF,8/5/2018,8/17/2018,8/21/2018,8/28/2018,10/10/2018,12,66,7,43
1277,LifeStyle,8/6/2018,8/14/2018,8/28/2018,8/29/2018,9/7/2018,8,32,1,9
1278,BBFF,8/7/2018,8/27/2018,8/14/2018,8/30/2018,9/2/2018,20,26,16,3
1279,BBFF,8/14/2018,8/31/2018,9/6/2018,9/6/2018,9/11/2018,17,28,0,5
1280,Book,8/14/2018,8/22/2018,9/6/2018,9/6/2018,9/7/2018,8,24,0,1
1281,Electronic,8/14/2018,8/15/2018,8/30/2018,9/6/2018,9/27/2018,1,44,7,21
1282,BBFF,8/14/2018,8/15/2018,9/5/2018,9/6/2018,9/10/2018,1,27,1,4
1283,BBFF,8/16/2018,8/22/2018,9/7/2018,9/8/2018,9/8/2018,6,23,1,0
1284,LifeStyle,8/16/2018,8/17/2018,8/29/2018,9/8/2018,9/20/2018,1,35,10,12
1285,BBFF,8/20/2018,8/22/2018,8/21/2018,9/12/2018,9/13/2018,2,24,22,1
1286,LifeStyle,8/21/2018,8/28/2018,8/27/2018,9/13/2018,9/13/2018,7,23,17,0
1287,BBFF,8/21/2018,8/23/2018,9/5/2018,9/13/2018,9/14/2018,2,24,8,1
1288,BBFF,9/10/2018,9/11/2018,9/17/2018,10/3/2018,10/3/2018,1,23,16,0
1289,LifeStyle,9/11/2018,9/11/2018,9/19/2018,10/4/2018,10/2/2018,0,21,15,-2
1290,BBFF,9/18/2018,9/20/2018,9/20/2018,10/11/2018,10/16/2018,2,28,21,5
1291,BBFF,9/24/2018,9/25/2018,9/25/2018,10/17/2018,10/17/2018,1,23,22,0
1292,LifeStyle,3/1/2018,3/15/2018,3/14/2018,3/23/2018,3/24/2018,14,23,9,1
1293,BBFF,3/5/2018,3/14/2018,3/26/2018,3/27/2018,3/30/2018,9,25,1,3
1294,Electronic,3/14/2018,3/27/2018,4/4/2018,4/5/2018,5/12/2018,13,59,1,37
1295,BBFF,3/26/2018,4/2/2018,3/29/2018,4/17/2018,4/19/2018,7,24,19,2
1296,Electronic,3/28/2018,3/28/2018,4/17/2018,4/19/2018,5/2/2018,0,35,2,13
1297,Electronic,3/30/2018,4/13/2018,4/17/2018,4/21/2018,5/9/2018,14,40,4,18
1298,Digital Service,4/3/2018,4/20/2018,4/18/2018,4/25/2018,5/21/2018,17,48,7,26
1299,Electronic,4/6/2018,4/19/2018,4/23/2018,4/28/2018,7/9/2018,13,94,5,72
1300,Electronic,4/12/2018,4/20/2018,5/3/2018,5/4/2018,7/30/2018,8,109,1,87
1301,Electronic,4/16/2018,4/27/2018,4/26/2018,5/8/2018,5/14/2018,11,28,12,6
1302,Digital Service,4/17/2018,5/4/2018,4/26/2018,5/9/2018,6/4/2018,17,48,13,26
1303,Electronic,5/7/2018,5/11/2018,5/23/2018,5/29/2018,5/30/2018,4,23,6,1
1304,LifeStyle,5/8/2018,5/30/2018,5/15/2018,5/30/2018,6/3/2018,22,26,15,4
1305,BBFF,5/14/2018,5/25/2018,6/4/2018,6/5/2018,6/7/2018,11,24,1,2
1306,LifeStyle,5/17/2018,5/22/2018,6/7/2018,6/8/2018,6/9/2018,5,23,1,1
1307,LifeStyle,5/18/2018,5/22/2018,6/5/2018,6/9/2018,6/26/2018,4,39,4,17
1308,BBFF,5/22/2018,6/1/2018,6/11/2018,6/13/2018,6/14/2018,10,23,2,1
1309,Digital Service,5/30/2018,6/12/2018,6/8/2018,6/21/2018,7/19/2018,13,50,13,28
1310,BBFF,6/4/2018,6/8/2018,6/25/2018,6/26/2018,7/26/2018,4,52,1,30
1311,BBFF,6/5/2018,6/18/2018,6/13/2018,6/27/2018,6/27/2018,13,22,14,0
1312,Digital Service,6/11/2018,6/14/2018,6/14/2018,7/3/2018,7/15/2018,3,34,19,12
1313,BBFF,6/19/2018,6/25/2018,7/11/2018,7/11/2018,7/18/2018,6,29,0,7
1314,BBFF,6/20/2018,7/5/2018,7/11/2018,7/12/2018,7/12/2018,15,22,1,0
1315,LifeStyle,6/21/2018,6/25/2018,7/5/2018,7/13/2018,7/16/2018,4,25,8,3
1316,BBFF,6/22/2018,7/11/2018,7/4/2018,7/14/2018,7/17/2018,19,25,10,3
1317,BBFF,6/30/2018,7/9/2018,7/18/2018,7/22/2018,7/20/2018,9,20,4,-2
1318,LifeStyle,7/24/2018,7/26/2018,8/1/2018,8/15/2018,8/21/2018,2,28,14,6
1319,BBFF,7/27/2018,8/3/2018,8/16/2018,8/18/2018,10/15/2018,7,80,2,58
1320,BBFF,7/30/2018,8/13/2018,8/17/2018,8/21/2018,9/12/2018,14,44,4,22
1321,LifeStyle,8/2/2018,8/3/2018,8/23/2018,8/24/2018,8/27/2018,1,25,1,3
1322,Electronic,8/7/2018,8/17/2018,8/27/2018,8/29/2018,9/1/2018,10,25,2,3
1323,LifeStyle,8/15/2018,8/29/2018,8/24/2018,9/6/2018,9/5/2018,14,21,13,-1
1324,BBFF,8/15/2018,8/27/2018,8/31/2018,9/6/2018,9/7/2018,12,23,6,1
1325,BBFF,8/16/2018,8/22/2018,9/5/2018,9/7/2018,9/16/2018,6,31,2,9
1326,BBFF,8/20/2018,8/30/2018,9/6/2018,9/11/2018,10/11/2018,10,52,5,30
1327,BBFF,8/28/2018,8/29/2018,9/10/2018,9/19/2018,9/20/2018,1,23,9,1
1328,BBFF,8/31/2018,8/31/2018,9/10/2018,9/22/2018,9/23/2018,0,23,12,1
1329,Digital Service,3/6/2018,3/26/2018,3/22/2018,3/27/2018,4/12/2018,20,37,5,16
1330,LifeStyle,3/23/2018,3/28/2018,3/29/2018,4/13/2018,7/20/2018,5,119,15,98
1331,Book,3/23/2018,3/28/2018,4/4/2018,4/13/2018,7/11/2018,5,110,9,89
1332,BBFF,3/24/2018,3/30/2018,4/13/2018,4/14/2018,5/11/2018,6,48,1,27
1333,BBFF,4/13/2018,4/20/2018,5/3/2018,5/4/2018,5/22/2018,7,39,1,18
1334,Digital Service,4/16/2018,4/24/2018,5/5/2018,5/7/2018,5/18/2018,8,32,2,11
1335,BBFF,4/19/2018,5/7/2018,5/2/2018,5/10/2018,5/17/2018,18,28,8,7
1336,BBFF,4/19/2018,5/2/2018,5/8/2018,5/10/2018,5/11/2018,13,22,2,1
1337,Digital Service,4/21/2018,5/9/2018,5/10/2018,5/12/2018,5/21/2018,18,30,2,9
1338,LifeStyle,4/24/2018,4/27/2018,5/4/2018,5/15/2018,5/24/2018,3,30,11,9
1339,BBFF,4/24/2018,4/24/2018,4/28/2018,5/15/2018,5/16/2018,0,22,17,1
1340,Digital Service,4/27/2018,5/16/2018,5/8/2018,5/18/2018,5/29/2018,19,32,10,11
1341,LifeStyle,4/27/2018,5/8/2018,5/16/2018,5/18/2018,6/6/2018,11,40,2,19
1342,BBFF,4/27/2018,4/27/2018,5/8/2018,5/18/2018,5/24/2018,0,27,10,6
1343,BBFF,5/3/2018,5/8/2018,5/23/2018,5/24/2018,6/1/2018,5,29,1,8
1344,Electronic,5/7/2018,5/11/2018,5/23/2018,5/28/2018,6/12/2018,4,36,5,15
1345,Book,5/17/2018,5/31/2018,6/4/2018,6/7/2018,6/13/2018,14,27,3,6
1346,BBFF,5/24/2018,6/4/2018,6/13/2018,6/14/2018,6/19/2018,11,26,1,5
1347,BBFF,5/29/2018,6/7/2018,5/29/2018,6/19/2018,6/20/2018,9,22,21,1
1348,LifeStyle,6/2/2018,6/5/2018,6/11/2018,6/23/2018,6/28/2018,3,26,12,5
1349,Electronic,6/14/2018,6/27/2018,7/4/2018,7/5/2018,7/5/2018,13,21,1,0
1350,BBFF,6/15/2018,6/30/2018,6/25/2018,7/6/2018,7/7/2018,15,22,11,1
1351,LifeStyle,6/15/2018,6/18/2018,7/5/2018,7/6/2018,7/10/2018,3,25,1,4
1352,BBFF,6/21/2018,6/26/2018,7/4/2018,7/12/2018,7/13/2018,5,22,8,1
1353,BBFF,6/27/2018,7/31/2018,7/17/2018,7/18/2018,9/16/2018,34,81,1,60
1354,Electronic,7/5/2018,7/23/2018,7/23/2018,7/26/2018,8/2/2018,18,28,3,7
1355,BBFF,7/6/2018,7/13/2018,7/17/2018,7/27/2018,7/26/2018,7,20,10,-1
1356,LifeStyle,7/9/2018,7/20/2018,7/20/2018,7/30/2018,8/22/2018,11,44,10,23
1357,Electronic,7/10/2018,7/18/2018,7/12/2018,7/31/2018,8/1/2018,8,22,19,1
1358,BBFF,7/10/2018,7/18/2018,7/30/2018,7/31/2018,9/21/2018,8,73,1,52
1359,BBFF,7/12/2018,7/26/2018,7/24/2018,8/2/2018,8/12/2018,14,31,9,10
1360,BBFF,7/12/2018,7/26/2018,8/1/2018,8/2/2018,8/3/2018,14,22,1,1
1361,BBFF,7/13/2018,7/24/2018,7/19/2018,8/3/2018,8/14/2018,11,32,15,11
1362,LifeStyle,7/19/2018,7/26/2018,7/31/2018,8/9/2018,9/18/2018,7,61,9,40
1363,LifeStyle,8/2/2018,8/14/2018,8/17/2018,8/23/2018,8/25/2018,12,23,6,2
1364,Book,8/6/2018,8/13/2018,8/17/2018,8/27/2018,9/1/2018,7,26,10,5
1365,BBFF,8/9/2018,8/17/2018,8/15/2018,8/30/2018,9/1/2018,8,23,15,2
1366,BBFF,8/14/2018,8/20/2018,8/20/2018,9/4/2018,9/6/2018,6,23,15,2
1367,LifeStyle,8/16/2018,8/27/2018,8/24/2018,9/6/2018,9/5/2018,11,20,13,-1
1368,BBFF,8/16/2018,8/20/2018,9/4/2018,9/6/2018,9/5/2018,4,20,2,-1
1369,BBFF,8/16/2018,8/17/2018,8/30/2018,9/6/2018,9/15/2018,1,30,7,9
1370,BBFF,8/17/2018,8/21/2018,8/21/2018,9/7/2018,9/10/2018,4,24,17,3
1371,BBFF,8/20/2018,8/24/2018,8/28/2018,9/10/2018,9/12/2018,4,23,13,2
1372,Digital Service,8/23/2018,8/31/2018,9/12/2018,9/13/2018,10/3/2018,8,41,1,20
1373,Electronic,8/28/2018,8/29/2018,9/18/2018,9/18/2018,10/2/2018,1,35,0,14
1374,LifeStyle,8/29/2018,9/13/2018,9/17/2018,9/19/2018,10/13/2018,15,45,2,24
1375,BBFF,8/29/2018,8/29/2018,9/17/2018,9/19/2018,9/22/2018,0,24,2,3
1376,LifeStyle,9/7/2018,9/17/2018,9/20/2018,9/28/2018,9/29/2018,10,22,8,1
1377,LifeStyle,9/7/2018,9/7/2018,9/18/2018,9/28/2018,10/10/2018,0,33,10,12
1378,BBFF,9/10/2018,9/18/2018,9/25/2018,10/1/2018,10/15/2018,8,35,6,14
1379,BBFF,9/13/2018,9/14/2018,9/21/2018,10/4/2018,10/10/2018,1,27,13,6
1380,Digital Service,9/17/2018,10/8/2018,10/5/2018,10/8/2018,10/11/2018,21,24,3,3
1381,LifeStyle,9/22/2018,9/27/2018,10/4/2018,10/13/2018,10/13/2018,5,21,9,0
1382,Digital Service,3/22/2018,4/3/2018,4/6/2018,4/11/2018,5/13/2018,12,52,5,32
1383,BBFF,3/22/2018,3/28/2018,4/3/2018,4/11/2018,4/12/2018,6,21,8,1
1384,Electronic,3/23/2018,3/28/2018,4/9/2018,4/12/2018,4/24/2018,5,32,3,12
1385,LifeStyle,3/24/2018,3/29/2018,4/4/2018,4/13/2018,4/26/2018,5,33,9,13
1386,BBFF,3/24/2018,3/28/2018,4/5/2018,4/13/2018,4/26/2018,4,33,8,13
1387,BBFF,3/24/2018,3/28/2018,4/9/2018,4/13/2018,4/13/2018,4,20,4,0
1388,BBFF,3/24/2018,3/26/2018,4/4/2018,4/13/2018,4/13/2018,2,20,9,0
1389,Book,4/4/2018,4/17/2018,4/23/2018,4/24/2018,5/4/2018,13,30,1,10
1390,LifeStyle,4/6/2018,4/17/2018,4/10/2018,4/26/2018,4/26/2018,11,20,16,0
1391,LifeStyle,4/6/2018,4/17/2018,4/17/2018,4/26/2018,4/25/2018,11,19,9,-1
1392,LifeStyle,4/17/2018,4/18/2018,5/4/2018,5/7/2018,5/13/2018,1,26,3,6
1393,LifeStyle,5/3/2018,5/7/2018,5/8/2018,5/23/2018,6/16/2018,4,44,15,24
1394,LifeStyle,5/4/2018,5/16/2018,5/23/2018,5/24/2018,6/2/2018,12,29,1,9
1395,Book,5/7/2018,5/25/2018,5/7/2018,5/27/2018,5/27/2018,18,20,20,0
1396,BBFF,5/16/2018,5/17/2018,5/22/2018,6/5/2018,6/6/2018,1,21,14,1
1397,BBFF,5/17/2018,5/28/2018,5/21/2018,6/6/2018,6/7/2018,11,21,16,1
1398,LifeStyle,5/24/2018,6/4/2018,6/12/2018,6/13/2018,7/22/2018,11,59,1,39
1399,LifeStyle,6/15/2018,8/6/2018,7/4/2018,7/5/2018,8/16/2018,52,62,1,42
1400,BBFF,6/27/2018,7/16/2018,7/11/2018,7/17/2018,7/24/2018,19,27,6,7
1401,Digital Service,7/10/2018,7/26/2018,7/18/2018,7/30/2018,7/30/2018,16,20,12,0
1402,BBFF,7/10/2018,7/17/2018,7/20/2018,7/30/2018,8/7/2018,7,28,10,8
1403,BBFF,7/13/2018,7/20/2018,8/1/2018,8/2/2018,8/5/2018,7,23,1,3
1404,LifeStyle,7/26/2018,7/27/2018,8/7/2018,8/15/2018,9/27/2018,1,63,8,43
1405,LifeStyle,7/27/2018,8/7/2018,8/14/2018,8/16/2018,8/27/2018,11,31,2,11
1406,BBFF,7/30/2018,7/30/2018,8/14/2018,8/19/2018,8/19/2018,0,20,5,0
1407,BBFF,7/31/2018,8/6/2018,8/10/2018,8/20/2018,9/21/2018,6,52,10,32
1408,LifeStyle,8/3/2018,8/14/2018,8/22/2018,8/23/2018,8/24/2018,11,21,1,1
1409,BBFF,8/7/2018,8/22/2018,8/25/2018,8/27/2018,8/28/2018,15,21,2,1
1410,BBFF,8/11/2018,8/21/2018,8/28/2018,8/31/2018,10/7/2018,10,57,3,37
1411,Book,8/16/2018,8/17/2018,8/21/2018,9/5/2018,9/4/2018,1,19,15,-1
1412,BBFF,8/17/2018,8/23/2018,9/4/2018,9/6/2018,9/13/2018,6,27,2,7
1413,BBFF,8/20/2018,8/22/2018,9/7/2018,9/9/2018,9/10/2018,2,21,2,1
1414,LifeStyle,8/21/2018,8/22/2018,9/7/2018,9/10/2018,9/14/2018,1,24,3,4
1415,Electronic,8/22/2018,8/24/2018,9/10/2018,9/11/2018,9/16/2018,2,25,1,5
1416,BBFF,8/23/2018,8/25/2018,9/5/2018,9/12/2018,9/18/2018,2,26,7,6
1417,Book,9/5/2018,9/10/2018,9/10/2018,9/25/2018,9/25/2018,5,20,15,0
1418,BBFF,9/6/2018,9/25/2018,9/25/2018,9/26/2018,9/30/2018,19,24,1,4
1419,BBFF,9/6/2018,9/12/2018,9/20/2018,9/26/2018,9/28/2018,6,22,6,2
1420,Electronic,9/7/2018,9/13/2018,9/20/2018,9/27/2018,10/5/2018,6,28,7,8
1421,BBFF,9/12/2018,9/21/2018,10/1/2018,10/2/2018,10/6/2018,9,24,1,4
1422,BBFF,9/18/2018,9/20/2018,10/2/2018,10/8/2018,10/8/2018,2,20,6,0
1423,BBFF,9/19/2018,9/27/2018,10/4/2018,10/9/2018,10/17/2018,8,28,5,8
1424,LifeStyle,9/21/2018,10/10/2018,10/8/2018,10/11/2018,10/12/2018,19,21,3,1
1425,BBFF,3/14/2018,3/22/2018,3/18/2018,4/2/2018,4/1/2018,8,18,15,-1
1426,BBFF,3/22/2018,3/27/2018,3/28/2018,4/10/2018,4/10/2018,5,19,13,0
1427,BBFF,3/23/2018,3/28/2018,4/6/2018,4/11/2018,4/13/2018,5,21,5,2
1428,BBFF,3/23/2018,3/28/2018,4/9/2018,4/11/2018,4/15/2018,5,23,2,4
1429,Digital Service,3/29/2018,4/11/2018,4/12/2018,4/17/2018,7/5/2018,13,98,5,79
1430,BBFF,4/17/2018,4/17/2018,4/29/2018,5/6/2018,5/6/2018,0,19,7,0
1431,BBFF,5/2/2018,5/4/2018,5/9/2018,5/21/2018,5/22/2018,2,20,12,1
1432,Digital Service,5/3/2018,5/8/2018,5/10/2018,5/22/2018,8/6/2018,5,95,12,76
1433,LifeStyle,5/3/2018,5/4/2018,5/21/2018,5/22/2018,6/16/2018,1,44,1,25
1434,BBFF,5/11/2018,5/29/2018,5/24/2018,5/30/2018,6/8/2018,18,28,6,9
1435,BBFF,5/21/2018,5/24/2018,6/8/2018,6/9/2018,6/22/2018,3,32,1,13
1436,BBFF,5/25/2018,6/7/2018,6/12/2018,6/13/2018,6/13/2018,13,19,1,0
1437,LifeStyle,5/31/2018,6/4/2018,6/18/2018,6/19/2018,6/21/2018,4,21,1,2
1438,BBFF,6/7/2018,6/25/2018,6/20/2018,6/26/2018,7/4/2018,18,27,6,8
1439,Electronic,7/4/2018,7/17/2018,7/20/2018,7/23/2018,8/1/2018,13,28,3,9
1440,LifeStyle,7/10/2018,7/27/2018,7/20/2018,7/29/2018,9/10/2018,17,62,9,43
1441,LifeStyle,7/17/2018,7/28/2018,7/25/2018,8/5/2018,8/4/2018,11,18,11,-1
1442,LifeStyle,7/21/2018,7/26/2018,8/3/2018,8/9/2018,8/8/2018,5,18,6,-1
1443,Digital Service,7/26/2018,8/13/2018,8/7/2018,8/14/2018,8/26/2018,18,31,7,12
1444,Electronic,7/26/2018,7/28/2018,8/9/2018,8/14/2018,8/18/2018,2,23,5,4
1445,Electronic,7/30/2018,7/30/2018,8/17/2018,8/18/2018,8/19/2018,0,20,1,1
1446,Electronic,7/30/2018,7/30/2018,8/17/2018,8/18/2018,8/22/2018,0,23,1,4
1447,Electronic,7/30/2018,7/30/2018,8/17/2018,8/18/2018,9/22/2018,0,54,1,35
1448,BBFF,8/6/2018,8/13/2018,8/24/2018,8/25/2018,9/4/2018,7,29,1,10
1449,LifeStyle,8/9/2018,8/13/2018,8/13/2018,8/28/2018,9/24/2018,4,46,15,27
1450,LifeStyle,8/10/2018,8/16/2018,8/15/2018,8/29/2018,10/16/2018,6,67,14,48
1451,Digital Service,8/18/2018,8/23/2018,9/5/2018,9/6/2018,10/11/2018,5,54,1,35
1452,Electronic,8/20/2018,8/28/2018,9/4/2018,9/8/2018,10/10/2018,8,51,4,32
1453,Electronic,8/20/2018,8/21/2018,8/25/2018,9/8/2018,9/8/2018,1,19,14,0
1454,Book,9/2/2018,9/4/2018,9/20/2018,9/21/2018,9/21/2018,2,19,1,0
1455,Book,9/5/2018,9/7/2018,9/18/2018,9/24/2018,9/25/2018,2,20,6,1
1456,BBFF,9/5/2018,9/6/2018,9/20/2018,9/24/2018,9/28/2018,1,23,4,4
1457,LifeStyle,9/13/2018,9/20/2018,9/21/2018,10/2/2018,10/11/2018,7,28,11,9
1458,BBFF,9/19/2018,9/26/2018,9/28/2018,10/8/2018,10/13/2018,7,24,10,5
1459,Book,9/20/2018,9/24/2018,9/24/2018,10/9/2018,10/10/2018,4,20,15,1
1460,BBFF,9/22/2018,9/25/2018,9/25/2018,10/11/2018,10/14/2018,3,22,16,3
1461,BBFF,3/19/2018,3/27/2018,4/3/2018,4/6/2018,4/18/2018,8,30,3,12
1462,LifeStyle,3/19/2018,3/27/2018,4/5/2018,4/6/2018,4/20/2018,8,32,1,14
1463,BBFF,3/23/2018,3/29/2018,4/5/2018,4/10/2018,4/11/2018,6,19,5,1
1464,BBFF,3/26/2018,4/2/2018,4/5/2018,4/13/2018,4/13/2018,7,18,8,0
1465,LifeStyle,3/26/2018,3/29/2018,4/7/2018,4/13/2018,4/14/2018,3,19,6,1
1466,BBFF,3/30/2018,4/12/2018,4/11/2018,4/17/2018,4/30/2018,13,31,6,13
1467,Digital Service,4/30/2018,5/16/2018,5/10/2018,5/18/2018,5/23/2018,16,23,8,5
1468,LifeStyle,5/4/2018,5/8/2018,5/9/2018,5/22/2018,5/22/2018,4,18,13,0
1469,Electronic,5/7/2018,5/11/2018,5/23/2018,5/25/2018,6/8/2018,4,32,2,14
1470,BBFF,5/8/2018,5/15/2018,5/25/2018,5/26/2018,5/27/2018,7,19,1,1
1471,BBFF,5/11/2018,5/16/2018,5/29/2018,5/29/2018,7/9/2018,5,59,0,41
1472,BBFF,5/17/2018,5/18/2018,5/30/2018,6/4/2018,6/25/2018,1,39,5,21
1473,BBFF,5/30/2018,6/13/2018,6/11/2018,6/17/2018,6/19/2018,14,20,6,2
1474,Electronic,6/4/2018,6/18/2018,6/20/2018,6/22/2018,6/25/2018,14,21,2,3
1475,Electronic,6/9/2018,6/22/2018,6/26/2018,6/27/2018,8/12/2018,13,64,1,46
1476,BBFF,6/26/2018,7/23/2018,7/13/2018,7/14/2018,8/25/2018,27,60,1,42
1477,LifeStyle,6/27/2018,7/11/2018,7/6/2018,7/15/2018,7/14/2018,14,17,9,-1
1478,BBFF,7/13/2018,7/30/2018,7/26/2018,7/31/2018,8/4/2018,17,22,5,4
1479,BBFF,7/13/2018,7/30/2018,7/26/2018,7/31/2018,8/8/2018,17,26,5,8
1480,LifeStyle,7/14/2018,7/31/2018,7/31/2018,8/1/2018,8/5/2018,17,22,1,4
1481,BBFF,7/27/2018,8/7/2018,8/10/2018,8/14/2018,8/14/2018,11,18,4,0
1482,LifeStyle,7/28/2018,7/31/2018,8/14/2018,8/15/2018,9/20/2018,3,54,1,36
1483,BBFF,7/30/2018,8/8/2018,8/15/2018,8/17/2018,8/24/2018,9,25,2,7
1484,BBFF,8/3/2018,8/10/2018,8/20/2018,8/21/2018,8/22/2018,7,19,1,1
1485,BBFF,8/5/2018,8/16/2018,8/17/2018,8/23/2018,8/24/2018,11,19,6,1
1486,Electronic,8/6/2018,8/7/2018,8/23/2018,8/24/2018,8/25/2018,1,19,1,1
1487,BBFF,8/9/2018,8/13/2018,8/24/2018,8/27/2018,9/4/2018,4,26,3,8
1488,BBFF,8/10/2018,8/16/2018,8/16/2018,8/28/2018,9/3/2018,6,24,12,6
1489,BBFF,8/10/2018,8/14/2018,8/22/2018,8/28/2018,8/29/2018,4,19,6,1
1490,LifeStyle,8/22/2018,8/24/2018,9/8/2018,9/9/2018,9/10/2018,2,19,1,1
1491,Electronic,8/27/2018,8/28/2018,9/10/2018,9/14/2018,9/18/2018,1,22,4,4
1492,LifeStyle,9/4/2018,9/5/2018,9/21/2018,9/22/2018,10/12/2018,1,38,1,20
1493,BBFF,9/5/2018,9/5/2018,9/20/2018,9/23/2018,9/25/2018,0,20,3,2
1494,BBFF,9/6/2018,9/13/2018,9/19/2018,9/24/2018,9/24/2018,7,18,5,0
1495,LifeStyle,9/20/2018,9/24/2018,9/24/2018,10/8/2018,10/8/2018,4,18,14,0
1496,LifeStyle,3/6/2018,3/8/2018,3/15/2018,3/23/2018,3/24/2018,2,18,8,1
1497,BBFF,3/24/2018,4/9/2018,4/3/2018,4/10/2018,4/12/2018,16,19,7,2
1498,LifeStyle,3/24/2018,3/29/2018,4/4/2018,4/10/2018,4/13/2018,5,20,6,3
1499,Electronic,3/24/2018,3/29/2018,4/6/2018,4/10/2018,4/18/2018,5,25,4,8
1500,LifeStyle,3/28/2018,4/13/2018,4/11/2018,4/14/2018,7/19/2018,16,113,3,96
1501,LifeStyle,3/29/2018,3/30/2018,4/9/2018,4/15/2018,4/14/2018,1,16,6,-1
1502,BBFF,4/5/2018,4/12/2018,4/8/2018,4/22/2018,5/3/2018,7,28,14,11
1503,Electronic,4/9/2018,5/3/2018,4/26/2018,4/26/2018,5/7/2018,24,28,0,11
1504,BBFF,4/11/2018,4/17/2018,4/20/2018,4/28/2018,5/4/2018,6,23,8,6
1505,LifeStyle,4/17/2018,4/23/2018,5/3/2018,5/4/2018,5/17/2018,6,30,1,13
1506,LifeStyle,4/20/2018,5/4/2018,4/27/2018,5/7/2018,5/9/2018,14,19,10,2
1507,BBFF,4/28/2018,5/2/2018,5/10/2018,5/15/2018,5/18/2018,4,20,5,3
1508,Electronic,5/11/2018,5/16/2018,5/25/2018,5/28/2018,5/31/2018,5,20,3,3
1509,Digital Service,5/12/2018,5/22/2018,5/25/2018,5/29/2018,6/4/2018,10,23,4,6
1510,BBFF,5/21/2018,5/25/2018,5/31/2018,6/7/2018,6/7/2018,4,17,7,0
1511,BBFF,5/31/2018,6/4/2018,6/13/2018,6/17/2018,8/30/2018,4,91,4,74
1512,Book,6/5/2018,6/21/2018,6/21/2018,6/22/2018,6/22/2018,16,17,1,0
1513,BBFF,6/6/2018,6/8/2018,6/21/2018,6/23/2018,6/24/2018,2,18,2,1
1514,BBFF,6/18/2018,6/30/2018,7/4/2018,7/5/2018,7/26/2018,12,38,1,21
1515,BBFF,6/23/2018,6/28/2018,7/4/2018,7/10/2018,7/11/2018,5,18,6,1
1516,Electronic,6/25/2018,7/5/2018,7/11/2018,7/12/2018,7/14/2018,10,19,1,2
1517,Electronic,7/5/2018,7/13/2018,7/20/2018,7/22/2018,7/23/2018,8,18,2,1
1518,BBFF,7/6/2018,7/18/2018,7/18/2018,7/23/2018,7/25/2018,12,19,5,2
1519,BBFF,7/10/2018,7/23/2018,7/18/2018,7/27/2018,8/6/2018,13,27,9,10
1520,Electronic,7/23/2018,8/3/2018,8/8/2018,8/9/2018,10/18/2018,11,87,1,70
1521,LifeStyle,7/24/2018,8/7/2018,8/8/2018,8/10/2018,8/12/2018,14,19,2,2
1522,LifeStyle,7/24/2018,7/24/2018,7/25/2018,8/10/2018,8/12/2018,0,19,16,2
1523,BBFF,7/29/2018,8/6/2018,8/14/2018,8/15/2018,8/17/2018,8,19,1,2
1524,BBFF,7/29/2018,8/3/2018,8/9/2018,8/15/2018,8/20/2018,5,22,6,5
1525,BBFF,7/31/2018,8/2/2018,8/7/2018,8/17/2018,9/7/2018,2,38,10,21
1526,BBFF,8/9/2018,8/20/2018,8/21/2018,8/26/2018,9/23/2018,11,45,5,28
1527,BBFF,8/9/2018,8/15/2018,8/23/2018,8/26/2018,9/4/2018,6,26,3,9
1528,BBFF,8/10/2018,8/15/2018,8/21/2018,8/27/2018,8/31/2018,5,21,6,4
